ID,Poet,Poetry,cleaned_text
165,altaf-hussain-hali,"hashr tak yaañ dil shakebā chāhiye 
kab mileñ dilbar se dekhā chāhiye 
hai tajallī bhī naqāb-e-rū-e-yār 
us ko kin āñkhoñ se dekhā chāhiye 
ġhair-mumkin hai na ho tāsīr-e-ġham 
hāl-e-dil phir us ko likkhā chāhiye 
hai dil-afgāroñ kī dildārī zarūr 
gar nahīñ ulfat madārā chāhiye 
hai kuchh ik baaqī ḳhalish ummīd kī 
ye bhī miT jaa.e to phir kyā chāhiye 
dostoñ kī bhī na ho parvā jise 
be-niyāzī us kī dekhā chāhiye 
bhā ga.e haiñ aap ke andāz o naaz 
kījiye iġhmāz jitnā chāhiye 
shaiḳh hai in kī nigah jaadū bharī 
sohbat-e-rindāñ se bachnā chāhiye 
lag ga.ī chup 'hālī'-e-ranjūr ko 
haal is kā kis se pūchhā chāhiye","hashr tak yaan dil shakeba chahiye 
kab milen dilbar se dekha chahiye 
hai tajalli bhi naqab-e-ru-e-yar 
us ko kin ankhon se dekha chahiye 
ghair-mumkin hai na ho tasir-e-gham 
hal-e-dil phir us ko likkha chahiye 
hai dil-afgaron ki dildari zarur 
gar nahin ulfat madara chahiye 
hai kuchh ik baaqi khalish ummid ki 
ye bhi miT jaae to phir kya chahiye 
doston ki bhi na ho parva jise 
be-niyazi us ki dekha chahiye 
bha gae hain aap ke andaz o naaz 
kijiye ighmaz jitna chahiye 
shaikh hai in ki nigah jaadu bhari 
sohbat-e-rindan se bachna chahiye 
lag gai chup 'hali'-e-ranjur ko 
haal is ka kis se puchha chahiye"
166,altaf-hussain-hali,"ishq ko tark-e-junūñ se kyā ġharaz 
charḳh-e-gardāñ ko sukūñ se kyā ġharaz 
dil meñ hai ai ḳhizr gar sidaq-e-talab 
rāh-rau ko rah-numoñ se kyā ġharaz 
hājiyo hai ham ko ghar vaale se kaam 
ghar ke mehrāb o sutūñ se kyā ġharaz 
gungunā kar aap ro paḌte haiñ jo 
un ko chañg o arġhanūñ se kyā ġharaz 
nek kahnā nek jis ko dekhnā 
ham ko taftīsh-e-darūñ se kyā ġharaz 
dost haiñ jab zaḳhm-e-dil se be-ḳhabar 
un ko apne ashk-e-ḳhūñ se kyā ġharaz 
ishq se hai mujtanib zāhid abas 
sher ko said-e-zabūñ se kyā ġharaz 
kar chukā jab shaiḳh tasḳhīr-e-qulūb 
ab use duniyā-e-dūñ se kyā ġharaz 
aa.e ho 'hālī' pa.e-taslīm yaañ 
aap ko chūn-o-chagūñ se kyā ġharaz","ishq ko tark-e-junun se kya gharaz 
charkh-e-gardan ko sukun se kya gharaz 
dil men hai ai khizr gar sidaq-e-talab 
rah-rau ko rah-numon se kya gharaz 
hajiyo hai ham ko ghar vaale se kaam 
ghar ke mehrab o sutun se kya gharaz 
gunguna kar aap ro paḌte hain jo 
un ko chang o arghanun se kya gharaz 
nek kahna nek jis ko dekhna 
ham ko taftish-e-darun se kya gharaz 
dost hain jab zakhm-e-dil se be-khabar 
un ko apne ashk-e-khun se kya gharaz 
ishq se hai mujtanib zahid abas 
sher ko said-e-zabun se kya gharaz 
kar chuka jab shaikh taskhir-e-qulub 
ab use duniya-e-dun se kya gharaz 
aae ho 'hali' pae-taslim yaan 
aap ko chun-o-chagun se kya gharaz"
167,altaf-hussain-hali,"jiite jī maut ke tum muñh meñ na jaanā hargiz 
dosto dil na lagānā na lagānā hargiz 
ishq bhī taak meñ baiThā hai nazar-bāzoñ kī 
dekhnā sher se āñkheñ na laḌānā hargiz 
haath malne na hoñ piirī meñ agar hasrat se 
to javānī meñ na ye rog basānā hargiz 
jitne raste the tire ho ga.e vīrāñ ai ishq 
aa ke vīrānoñ meñ ab ghar na basānā hargiz 
kuuch sab kar ga.e dillī se tire qadr-shanās 
qadr yaañ rah ke ab apnī na gañvānā hargiz 
tazkira dehli-e-marhūm kā ai dost na chheḌ 
na sunā jā.egā ham se ye fasāna hargiz 
DhūñDtā hai dil-e-shorīda bahāne mutrib 
dard-añgez ġhazal koī na gaanā hargiz 
sohbateñ aglī musavvir hameñ yaad ā.eñgī 
koī dilchasp muraqqā na dikhānā hargiz 
le ke daaġh aa.egā siine pe bahut ai sayyāh 
dekh is shahr ke khañDaroñ meñ na jaanā hargiz 
chappe chappe pe haiñ yaañ gauhar-e-yaktā tah-e-ḳhāk 
dafn hogā kahīñ itnā na ḳhazāna hargiz 
miT ga.e tere miTāne ke nishāñ bhī ab to 
ai falak is se ziyāda na miTānā hargiz 
vo to bhūle the hameñ ham bhī unheñ bhuul ga.e 
aisā badlā hai na badlegā zamāna hargiz 
ham ko gar tū ne rulāyā to rulāyā ai charḳh 
ham pe ġhairoñ ko to zālim na hañsānā hargiz 
āḳhirī daur meñ bhī tujh ko qasam hai saaqī 
bhar ke ik jaam na pyāsoñ ko pilānā hargiz 
baḳht so.e haiñ bahut jaag ke ai daur-e-zamāñ 
na abhī niind ke mātoñ ko jagānā hargiz 
kabhī ai ilm o hunar ghar thā tumhārā dillī 
ham ko bhūle ho to ghar bhuul na jaanā hargiz 
shā.irī mar chukī ab zinda na hogī yaaro 
yaad kar kar ke use jī na kuḌhānā hargiz 
'ġhālib' o 'shefta' o 'nayyar' o 'āzurda' o 'zauq' 
ab dikhā.egā ye shakleñ na zamānā hargiz 
'momin' o 'alvī' o 'sahbā.ī' o 'mamnūñ' ke baad 
sher kā naam na legā koī daanā hargiz 
kar diyā mar ke yagānoñ ne yagāna ham ko 
varna yaañ koī na thā ham meñ yagāna hargiz 
'dāġh' o 'majrūh' ko sun lo ki phir is gulshan meñ 
na sunegā koī bulbul kā tarāna hargiz 
raat āḳhir huī aur bazm huī zer-o-zabar 
ab na dekhoge kabhī lutf-e-shabāna hargiz 
bazm-e-mātam to nahīñ bazm-e-suḳhan hai 'hālī' 
yaañ munāsib nahīñ ro ro ke rulānā hargiz","jiite ji maut ke tum munh men na jaana hargiz 
dosto dil na lagana na lagana hargiz 
ishq bhi taak men baiTha hai nazar-bazon ki 
dekhna sher se ankhen na laḌana hargiz 
haath malne na hon piiri men agar hasrat se 
to javani men na ye rog basana hargiz 
jitne raste the tire ho gae viran ai ishq 
aa ke viranon men ab ghar na basana hargiz 
kuuch sab kar gae dilli se tire qadr-shanas 
qadr yaan rah ke ab apni na ganvana hargiz 
tazkira dehli-e-marhum ka ai dost na chheḌ 
na suna jaega ham se ye fasana hargiz 
DhunDta hai dil-e-shorida bahane mutrib 
dard-angez ghazal koi na gaana hargiz 
sohbaten agli musavvir hamen yaad aengi 
koi dilchasp muraqqa na dikhana hargiz 
le ke daagh aaega siine pe bahut ai sayyah 
dekh is shahr ke khanDaron men na jaana hargiz 
chappe chappe pe hain yaan gauhar-e-yakta tah-e-khak 
dafn hoga kahin itna na khazana hargiz 
miT gae tere miTane ke nishan bhi ab to 
ai falak is se ziyada na miTana hargiz 
vo to bhule the hamen ham bhi unhen bhuul gae 
aisa badla hai na badlega zamana hargiz 
ham ko gar tu ne rulaya to rulaya ai charkh 
ham pe ghairon ko to zalim na hansana hargiz 
akhiri daur men bhi tujh ko qasam hai saaqi 
bhar ke ik jaam na pyason ko pilana hargiz 
bakht soe hain bahut jaag ke ai daur-e-zaman 
na abhi niind ke maton ko jagana hargiz 
kabhi ai ilm o hunar ghar tha tumhara dilli 
ham ko bhule ho to ghar bhuul na jaana hargiz 
shairi mar chuki ab zinda na hogi yaaro 
yaad kar kar ke use ji na kuḌhana hargiz 
'ghalib' o 'shefta' o 'nayyar' o 'azurda' o 'zauq' 
ab dikhaega ye shaklen na zamana hargiz 
'momin' o 'alvi' o 'sahbai' o 'mamnun' ke baad 
sher ka naam na lega koi daana hargiz 
kar diya mar ke yaganon ne yagana ham ko 
varna yaan koi na tha ham men yagana hargiz 
'dagh' o 'majruh' ko sun lo ki phir is gulshan men 
na sunega koi bulbul ka tarana hargiz 
raat akhir hui aur bazm hui zer-o-zabar 
ab na dekhoge kabhi lutf-e-shabana hargiz 
bazm-e-matam to nahin bazm-e-sukhan hai 'hali' 
yaan munasib nahin ro ro ke rulana hargiz"
168,altaf-hussain-hali,"junūñ kār-farmā huā chāhtā hai 
qadam dasht paimā huā chāhtā hai 
dam-e-girya kis kā tasavvur hai dil meñ 
ki ashk ashk dariyā huā chāhtā hai 
ḳhat aane lage shikva-āmez un ke 
milāp un se goyā huā chāhtā hai 
bahut kaam lene the jis dil se ham ko 
vo sarf-e-tamannā huā chāhtā hai 
abhī lene paa.e nahīñ dam jahāñ meñ 
ajal kā taqāzā huā chāhtā hai 
mujhe kal ke vaade pe karte haiñ ruḳhsat 
koī va.ada puurā huā chāhtā hai 
fuzūñ tar hai kuchh in dinoñ zauq-e-isyāñ 
dar-e-rahmat ab vā huā chāhtā hai 
qalaq gar yahī hai to rāz-e-nihānī 
koī din meñ rusvā huā chāhtā hai 
vafā shart-e-ulfat hai lekin kahāñ tak 
dil apnā bhī tujh sā huā chāhtā hai 
bahut haz uThātā hai dil tujh se mil kar 
qalaq dekhiye kyā huā chāhtā hai 
ġham-e-rashk ko talḳh samjhe the hamdam 
so vo bhī gavārā huā chāhtā hai 
bahut chain se din guzarte haiñ 'hālī' 
koī fitna barpā huā chāhtā hai","junun kar-farma hua chahta hai 
qadam dasht paima hua chahta hai 
dam-e-girya kis ka tasavvur hai dil men 
ki ashk ashk dariya hua chahta hai 
khat aane lage shikva-amez un ke 
milap un se goya hua chahta hai 
bahut kaam lene the jis dil se ham ko 
vo sarf-e-tamanna hua chahta hai 
abhi lene paae nahin dam jahan men 
ajal ka taqaza hua chahta hai 
mujhe kal ke vaade pe karte hain rukhsat 
koi vaada puura hua chahta hai 
fuzun tar hai kuchh in dinon zauq-e-isyan 
dar-e-rahmat ab va hua chahta hai 
qalaq gar yahi hai to raz-e-nihani 
koi din men rusva hua chahta hai 
vafa shart-e-ulfat hai lekin kahan tak 
dil apna bhi tujh sa hua chahta hai 
bahut haz uThata hai dil tujh se mil kar 
qalaq dekhiye kya hua chahta hai 
gham-e-rashk ko talkh samjhe the hamdam 
so vo bhi gavara hua chahta hai 
bahut chain se din guzarte hain 'hali' 
koi fitna barpa hua chahta hai"
169,altaf-hussain-hali,"kabk o qumrī meñ hai jhagḌā ki chaman kis kā hai 
kal batā degī ḳhizāñ ye ki vatan kis kā hai 
faisla gardish-e-daurāñ ne kiyā hai sau baar 
marv kis kā hai badaḳhshān o ḳhutan kis kā hai 
dam se yūsuf ke jab ābād thā yāqūb kā ghar 
charḳh kahtā thā ki ye bait-e-huzan kis kā hai 
mutma.in is se musalmāñ na masīhī na yahūd 
dost kyā jāniye ye charḳh-e-kuhan kis kā hai 
vaa.iz ik aib se tū paak hai yā zāt-e-ḳhudā 
varna be-aib zamāne meñ chalan kis kā hai 
aaj kuchh aur dinoñ se hai sivā istiġhrāq 
azm-e-tasḳhīr phir ai sheḳh-e-zaman kis kā hai 
aañkh paḌtī hai har ik ahl-e-nazar kī tum par 
tum meñ ruup ai gul o nasrīn o saman kis kā hai 
ishq udhar aql idhar dhun meñ chale haiñ terī 
rasta ab dekhiye donoñ meñ kaThin kis kā hai 
shaan dekhī nahīñ gar tū ne chaman meñ us kī 
valvala tujh meñ ye ai murġh-e-chaman kis kā hai 
haiñ fasāhat meñ masal vaa.iz o 'hālī' donoñ 
dekhnā ye hai ki be-lāg suḳhan kis kā hai","kabk o qumri men hai jhagḌa ki chaman kis ka hai 
kal bata degi khizan ye ki vatan kis ka hai 
faisla gardish-e-dauran ne kiya hai sau baar 
marv kis ka hai badakhshan o khutan kis ka hai 
dam se yusuf ke jab abad tha yaqub ka ghar 
charkh kahta tha ki ye bait-e-huzan kis ka hai 
mutmain is se musalman na masihi na yahud 
dost kya janiye ye charkh-e-kuhan kis ka hai 
vaaiz ik aib se tu paak hai ya zat-e-khuda 
varna be-aib zamane men chalan kis ka hai 
aaj kuchh aur dinon se hai siva istighraq 
azm-e-taskhir phir ai shekh-e-zaman kis ka hai 
aankh paḌti hai har ik ahl-e-nazar ki tum par 
tum men ruup ai gul o nasrin o saman kis ka hai 
ishq udhar aql idhar dhun men chale hain teri 
rasta ab dekhiye donon men kaThin kis ka hai 
shaan dekhi nahin gar tu ne chaman men us ki 
valvala tujh men ye ai murgh-e-chaman kis ka hai 
hain fasahat men masal vaaiz o 'hali' donon 
dekhna ye hai ki be-lag sukhan kis ka hai"
170,altaf-hussain-hali,"kah do koī saaqī se ki ham marte haiñ pyāse 
gar mai nahīñ de zahr hī kā jaam balā se 
jo kuchh hai so hai us ke taġhāful kī shikāyat 
qāsid se hai takrār na jhagḌā hai sabā se 
dallāla ne ummīd dilā.ī to hai lekin 
dete nahīñ kuchh dil ko tasallī ye dilāse 
hai vasl to taqdīr ke haath ai shah-e-ḳhūbāñ 
yaañ haiñ to faqat terī mohabbat ke haiñ pyāse 
pyāse tire sar-gashta haiñ jo rāh-e-talab meñ 
hoñToñ ko vo karte nahīñ tar āb-e-baqā se 
dar guzre davā se to bharose pe duā ke 
dar guzreñ duā se bhī duā hai ye ḳhudā se 
ik dard ho bas aaTh pahar dil meñ ki jis ko 
taḳhfīf davā se ho na taskīn duā se 
'hālī' dil-e-insāñ meñ hai gum daulat-e-kaunain 
sharminda hoñ kyuuñ ġhair ke ehsān-o-atā se 
jab vaqt paḌe dījiye dastak dar-e-dil par 
jhukiye fuqarā se na jhamkiye umrā se","kah do koi saaqi se ki ham marte hain pyase 
gar mai nahin de zahr hi ka jaam bala se 
jo kuchh hai so hai us ke taghaful ki shikayat 
qasid se hai takrar na jhagḌa hai saba se 
dallala ne ummid dilai to hai lekin 
dete nahin kuchh dil ko tasalli ye dilase 
hai vasl to taqdir ke haath ai shah-e-khuban 
yaan hain to faqat teri mohabbat ke hain pyase 
pyase tire sar-gashta hain jo rah-e-talab men 
honTon ko vo karte nahin tar ab-e-baqa se 
dar guzre dava se to bharose pe dua ke 
dar guzren dua se bhi dua hai ye khuda se 
ik dard ho bas aaTh pahar dil men ki jis ko 
takhfif dava se ho na taskin dua se 
'hali' dil-e-insan men hai gum daulat-e-kaunain 
sharminda hon kyuun ghair ke ehsan-o-ata se 
jab vaqt paḌe dijiye dastak dar-e-dil par 
jhukiye fuqara se na jhamkiye umra se"
171,altaf-hussain-hali,"kar ke bīmār dī davā tū ne 
jaan se pahle dil liyā tū ne 
rah-rav-e-tishna-lab na ghabrānā 
ab liyā chashma-e-baqā tū ne 
shaiḳh jab dil hī dair meñ na lagā 
aa ke masjid se kyā liyā tū ne 
duur ho ai dil-e-ma.āl andesh 
kho diyā umr kā mazā tū ne 
ek begāna vaar kar ke nigāh 
kyā kiyā chashm-e-āshnā tū ne 
dil o diiñ kho ke aa.e the sū-e-dair 
yaañ bhī sab kuchh diyā ḳhudā tū ne 
ḳhush hai ummīd-e-ḳhuld par 'hālī' 
koī pūchhe ki kyā kiyā tū ne","kar ke bimar di dava tu ne 
jaan se pahle dil liya tu ne 
rah-rav-e-tishna-lab na ghabrana 
ab liya chashma-e-baqa tu ne 
shaikh jab dil hi dair men na laga 
aa ke masjid se kya liya tu ne 
duur ho ai dil-e-maal andesh 
kho diya umr ka maza tu ne 
ek begana vaar kar ke nigah 
kya kiya chashm-e-ashna tu ne 
dil o diin kho ke aae the su-e-dair 
yaan bhi sab kuchh diya khuda tu ne 
khush hai ummid-e-khuld par 'hali' 
koi puchhe ki kya kiya tu ne"
172,altaf-hussain-hali,"ḳhūbiyāñ apne meñ go be-intihā paate haiñ ham 
par har ik ḳhūbī meñ daaġh ik aib kā paate haiñ ham 
ḳhauf kā koī nishāñ zāhir nahīñ afa.āl meñ 
go ki dil meñ muttasil ḳhauf-e-ḳhudā paate haiñ ham 
karte haiñ taa.at to kuchh ḳhvāhāñ numā.ish ke nahīñ 
par gunah chhup chhup ke karne meñ mazā paate haiñ ham 
diida o dil ko ḳhayānat se nahīñ rakh sakte baaz 
garche dast-o-pā ko aksar be-ḳhatā paate haiñ ham 
dil meñ dard-e-ishq ne muddat se kar rakkhā hai ghar 
par use ālūda-e-hirs-o-havā paate haiñ ham 
ho ke nādim jurm se phir jurm karte haiñ vahī 
jurm se go aap ko nādim sadā paate haiñ ham 
haiñ fidā un dostoñ par jin meñ ho sidq o safā 
par bahut kam aap meñ sidq o safā paate haiñ ham 
go kisī ko aap se hone nahīñ dete ḳhafā 
ik jahāñ se aap ko lekin ḳhafā paate haiñ ham 
jānte apne sivā sab ko haiñ be-mehr o vafā 
apne meñ gar shamma-e-mehr-o-vafā paate haiñ ham 
buḳhl se mansūb karte haiñ zamāne ko sadā 
gar kabhī taufīq-e-īsār o atā paate haiñ ham 
ho agar maqsad meñ nākāmī to kar sakte haiñ sabr 
dard-e-ḳhud-kāmī ko lekin be-davā paate haiñ ham 
Thaharte jaate haiñ jitne chashm-e-ālam meñ bhale 
haal nafs-e-dūñ kā utnā hī burā paate haiñ ham 
jis qadar jhuk jhuk ke milte haiñ buzurg o ḳhurd se 
kibr o naaz utnā hī apne meñ sivā paate haiñ ham 
go bhalā.ī karke ham-jinsoñ se ḳhush hotā hai jī 
tah-nashīñ us meñ magar durd-e-riyā paate haiñ ham 
hai ridā-e-nek-nāmī dosh par apne magar 
daaġh rusvā.ī ke kuchh zer-e-ridā paate haiñ ham 
raah ke tālib haiñ par be-rāh paḌte haiñ qadam 
dekhiye kyā DhūñDhte haiñ aur kyā paate haiñ ham 
nuur ke ham ne gale dekhe haiñ ai 'hālī' magar 
rañg kuchh terī alāpoñ meñ nayā paate haiñ ham","khubiyan apne men go be-intiha paate hain ham 
par har ik khubi men daagh ik aib ka paate hain ham 
khauf ka koi nishan zahir nahin afaal men 
go ki dil men muttasil khauf-e-khuda paate hain ham 
karte hain taaat to kuchh khvahan numaish ke nahin 
par gunah chhup chhup ke karne men maza paate hain ham 
diida o dil ko khayanat se nahin rakh sakte baaz 
garche dast-o-pa ko aksar be-khata paate hain ham 
dil men dard-e-ishq ne muddat se kar rakkha hai ghar 
par use aluda-e-hirs-o-hava paate hain ham 
ho ke nadim jurm se phir jurm karte hain vahi 
jurm se go aap ko nadim sada paate hain ham 
hain fida un doston par jin men ho sidq o safa 
par bahut kam aap men sidq o safa paate hain ham 
go kisi ko aap se hone nahin dete khafa 
ik jahan se aap ko lekin khafa paate hain ham 
jante apne siva sab ko hain be-mehr o vafa 
apne men gar shamma-e-mehr-o-vafa paate hain ham 
bukhl se mansub karte hain zamane ko sada 
gar kabhi taufiq-e-isar o ata paate hain ham 
ho agar maqsad men nakami to kar sakte hain sabr 
dard-e-khud-kami ko lekin be-dava paate hain ham 
Thaharte jaate hain jitne chashm-e-alam men bhale 
haal nafs-e-dun ka utna hi bura paate hain ham 
jis qadar jhuk jhuk ke milte hain buzurg o khurd se 
kibr o naaz utna hi apne men siva paate hain ham 
go bhalai karke ham-jinson se khush hota hai ji 
tah-nashin us men magar durd-e-riya paate hain ham 
hai rida-e-nek-nami dosh par apne magar 
daagh rusvai ke kuchh zer-e-rida paate hain ham 
raah ke talib hain par be-rah paḌte hain qadam 
dekhiye kya DhunDhte hain aur kya paate hain ham 
nuur ke ham ne gale dekhe hain ai 'hali' magar 
rang kuchh teri alapon men naya paate hain ham"
173,altaf-hussain-hali,"koī mahram nahīñ miltā jahāñ meñ 
mujhe kahnā hai kuchh apnī zabāñ meñ 
qafas meñ jī nahīñ lagtā kisī tarah 
lagā do aag koī āshiyāñ meñ 
koī din bul-havas bhī shaad ho leñ 
dharā kyā hai ishārāt-e-nihāñ meñ 
kahīñ anjām aa pahuñchā vafā kā 
ghulā jaatā huuñ ab ke imtihāñ meñ 
nayā hai lījiye jab naam us kā 
bahut vus.at hai merī dāstāñ meñ 
dil-e-pur-dard se kuchh kaam lūñgā 
agar fursat milī mujh ko jahāñ meñ 
bahut jī ḳhush huā 'hālī' se mil kar 
abhī kuchh log baaqī haiñ jahāñ meñ","koi mahram nahin milta jahan men 
mujhe kahna hai kuchh apni zaban men 
qafas men ji nahin lagta kisi tarah 
laga do aag koi ashiyan men 
koi din bul-havas bhi shaad ho len 
dhara kya hai isharat-e-nihan men 
kahin anjam aa pahuncha vafa ka 
ghula jaata huun ab ke imtihan men 
naya hai lijiye jab naam us ka 
bahut vusat hai meri dastan men 
dil-e-pur-dard se kuchh kaam lunga 
agar fursat mili mujh ko jahan men 
bahut ji khush hua 'hali' se mil kar 
abhi kuchh log baaqi hain jahan men"
174,altaf-hussain-hali,"maiñ to maiñ ġhair ko marne se ab inkār nahīñ 
ik qayāmat hai tire haath meñ talvār nahīñ 
kuchh patā manzil-e-maqsūd kā paayā ham ne 
jab ye jaanā ki hameñ tāqat-e-raftār nahīñ 
chashm-e-bad-dūr bahut phirte haiñ aġhyār ke saath 
ġhairat-e-ishq se ab tak vo ḳhabar-dār nahīñ 
ho chukā naaz uThāne meñ hai go kaam tamām 
lillāhil-hamd ki bāham koī takrār nahīñ 
muddatoñ rashk ne aġhyār se milne na diyā 
dil ne āḳhir ye diyā hukm ki kuchh aar nahīñ 
asl maqsūd kā har chiiz meñ miltā hai patā 
varna ham aur kisī shai ke talabgār nahīñ 
baat jo dil meñ chhupāte nahīñ bantī 'hālī' 
saḳht mushkil hai ki vo qābil-e-iz.hār nahīñ","main to main ghair ko marne se ab inkar nahin 
ik qayamat hai tire haath men talvar nahin 
kuchh pata manzil-e-maqsud ka paaya ham ne 
jab ye jaana ki hamen taqat-e-raftar nahin 
chashm-e-bad-dur bahut phirte hain aghyar ke saath 
ghairat-e-ishq se ab tak vo khabar-dar nahin 
ho chuka naaz uThane men hai go kaam tamam 
lillahil-hamd ki baham koi takrar nahin 
muddaton rashk ne aghyar se milne na diya 
dil ne akhir ye diya hukm ki kuchh aar nahin 
asl maqsud ka har chiiz men milta hai pata 
varna ham aur kisi shai ke talabgar nahin 
baat jo dil men chhupate nahin banti 'hali' 
sakht mushkil hai ki vo qabil-e-izhar nahin"
175,altaf-hussain-hali,"ranj aur ranj bhī tanhā.ī kā 
vaqt pahuñchā mirī rusvā.ī kā 
umr shāyad na kare aaj vafā 
kāTnā hai shab-e-tanhā.ī kā 
tum ne kyuuñ vasl meñ pahlū badlā 
kis ko da.avā hai shakebā.ī kā 
ek din raah pe jā pahuñche ham 
shauq thā bādiya-paimā.ī kā 
us se nādān hī ban kar miliye 
kuchh ijāra nahīñ dānā.ī kā 
saat pardoñ meñ nahīñ Thahartī aañkh 
hausla kyā hai tamāshā.ī kā 
darmiyāñ pā-e-nazar hai jab tak 
ham ko da.avā nahīñ bīnā.ī kā 
kuchh to hai qadr tamāshā.ī kī 
hai jo ye shauq ḳhud-ārā.ī kā 
us ko chhoḌā to hai lekin ai dil 
mujh ko Dar hai tirī ḳhud-rā.ī kā 
bazm-e-dushman meñ na jī se utrā 
pūchhnā kyā tirī zebā.ī kā 
yahī anjām thā ai fasl-e-ḳhizāñ 
gul o bulbul kī shanāsā.ī kā 
madad ai jazba-e-taufīq ki yaañ 
ho chukā kaam tavānā.ī kā 
mohtasib uzr bahut haiñ lekin 
izn ham ko nahīñ goyā.ī kā 
hoñge 'hālī' se bahut āvāra 
ghar abhī duur hai rusvā.ī kā","ranj aur ranj bhi tanhai ka 
vaqt pahuncha miri rusvai ka 
umr shayad na kare aaj vafa 
kaTna hai shab-e-tanhai ka 
tum ne kyuun vasl men pahlu badla 
kis ko daava hai shakebai ka 
ek din raah pe ja pahunche ham 
shauq tha badiya-paimai ka 
us se nadan hi ban kar miliye 
kuchh ijara nahin danai ka 
saat pardon men nahin Thaharti aankh 
hausla kya hai tamashai ka 
darmiyan pa-e-nazar hai jab tak 
ham ko daava nahin binai ka 
kuchh to hai qadr tamashai ki 
hai jo ye shauq khud-arai ka 
us ko chhoḌa to hai lekin ai dil 
mujh ko Dar hai tiri khud-rai ka 
bazm-e-dushman men na ji se utra 
puchhna kya tiri zebai ka 
yahi anjam tha ai fasl-e-khizan 
gul o bulbul ki shanasai ka 
madad ai jazba-e-taufiq ki yaan 
ho chuka kaam tavanai ka 
mohtasib uzr bahut hain lekin 
izn ham ko nahin goyai ka 
honge 'hali' se bahut avara 
ghar abhi duur hai rusvai ka"
176,altaf-hussain-hali,"us ke jaate hī ye kyā ho ga.ī ghar kī sūrat 
na vo dīvār kī sūrat hai na dar kī sūrat 
kis se paimān-e-vafā bāñdh rahī hai bulbul 
kal na pahchān sakegī gul-e-tar kī sūrat 
hai ġham-e-roz-e-judā.ī na nashāt-e-shab-e-vasl 
ho ga.ī aur hī kuchh shām-o-sahar kī sūrat 
apnī jeboñ se raheñ saare namāzī hushyār 
ik buzurg aate haiñ masjid meñ ḳhizar kī sūrat 
dekhiye shaiḳh musavvir se khiche yā na khiche 
sūrat aur aap se be-aib bashar kī sūrat 
vā.izo ātish-e-dozaḳh se jahāñ ko tum ne 
ye Darāyā hai ki ḳhud ban ga.e Dar kī sūrat 
kyā ḳhabar zāhid-e-qāne ko ki kyā chiiz hai hirs 
us ne dekhī hī nahīñ kīsa-e-zar kī sūrat 
maiñ bachā tīr-e-havādis se nishāna ban kar 
aaḌe aa.ī mirī taslīm-e-sipar kī sūrat 
shauq meñ us ke mazā dard meñ us ke lazzat 
nāseho us se nahīñ koī mafar kī sūrat 
hamla apne pe bhī ik bād-e-hazīmat hai zarūr 
rah ga.ī hai yahī ik fat.h o zafar kī sūrat 
rahnumāoñ ke hue jaate haiñ ausān ḳhatā 
raah meñ kuchh nazar aatī hai ḳhatar kī sūrat 
yuuñ to aayā hai tabāhī meñ ye beḌā sau baar 
par Darātī hai bahut aaj bhañvar kī sūrat 
un ko 'hālī' bhī bulāte haiñ ghar apne mehmāñ 
dekhnā aap kī aur aap ke ghar kī sūrat","us ke jaate hi ye kya ho gai ghar ki surat 
na vo divar ki surat hai na dar ki surat 
kis se paiman-e-vafa bandh rahi hai bulbul 
kal na pahchan sakegi gul-e-tar ki surat 
hai gham-e-roz-e-judai na nashat-e-shab-e-vasl 
ho gai aur hi kuchh sham-o-sahar ki surat 
apni jebon se rahen saare namazi hushyar 
ik buzurg aate hain masjid men khizar ki surat 
dekhiye shaikh musavvir se khiche ya na khiche 
surat aur aap se be-aib bashar ki surat 
vaizo atish-e-dozakh se jahan ko tum ne 
ye Daraya hai ki khud ban gae Dar ki surat 
kya khabar zahid-e-qane ko ki kya chiiz hai hirs 
us ne dekhi hi nahin kisa-e-zar ki surat 
main bacha tir-e-havadis se nishana ban kar 
aaḌe aai miri taslim-e-sipar ki surat 
shauq men us ke maza dard men us ke lazzat 
naseho us se nahin koi mafar ki surat 
hamla apne pe bhi ik bad-e-hazimat hai zarur 
rah gai hai yahi ik fath o zafar ki surat 
rahnumaon ke hue jaate hain ausan khata 
raah men kuchh nazar aati hai khatar ki surat 
yuun to aaya hai tabahi men ye beḌa sau baar 
par Darati hai bahut aaj bhanvar ki surat 
un ko 'hali' bhi bulate hain ghar apne mehman 
dekhna aap ki aur aap ke ghar ki surat"
